000002.mp3,0,0,0,1,0,0,0,0
000005.mp3,0,0,0,1,0,0,0,0
000010.mp3,0,0,0,0,0,0,1,0
000140.mp3,0,0,1,0,0,0,0,0
000141.mp3,0,0,1,0,0,0,0,0
000148.mp3,0,1,0,0,0,0,0,0
000182.mp3,0,0,0,0,0,0,0,1
000190.mp3,0,0,1,0,0,0,0,0
000193.mp3,0,0,1,0,0,0,0,0
000194.mp3,0,0,1,0,0,0,0,0
000197.mp3,0,0,1,0,0,0,0,0
000200.mp3,0,0,1,0,0,0,0,0
000203.mp3,0,0,1,0,0,0,0,0
000204.mp3,0,0,1,0,0,0,0,0
000207.mp3,0,0,1,0,0,0,0,0
000210.mp3,0,0,1,0,0,0,0,0
000211.mp3,0,0,1,0,0,0,0,0
000212.mp3,0,0,1,0,0,0,0,0
000213.mp3,0,0,0,0,0,0,1,0
000255.mp3,0,0,0,0,0,0,0,1
000256.mp3,0,0,0,0,0,0,0,1
000368.mp3,0,0,0,0,0,0,0,1
000424.mp3,0,1,0,0,0,0,0,0
000459.mp3,0,0,0,0,0,0,0,1
000534.mp3,0,0,1,0,0,0,0,0
000540.mp3,0,0,1,0,0,0,0,0
000546.mp3,0,0,1,0,0,0,0,0
00574.mp3,0,0,1,0,0,0,0,0
000602.mp3,0,0,1,0,0,0,0,0
000615.mp3,0,1,0,0,0,0,0,0
000620.mp3,0,0,1,0,0,0,0,0
000621.mp3,0,0,1,0,0,0,0,0
000625.mp3,0,0,1,0,0,0,0,0
000666.mp3,0,0,0,0,0,1,0,0
000667.mp3,0,0,0,0,0,1,0,0
000676.mp3,0,0,0,1,0,0,0,0
000690.mp3,0,0,0,0,0,0,0,1
000694.mp3,0,0,0,1,0,0,0,0
000695.mp3,0,0,0,1,0,0,0,0
000704.mp3,0,0,0,0,0,1,0,0
000705.mp3,0,0,0,0,0,1,0,0
000706.mp3,0,0,0,0,0,1,0,0
000707.mp3,0,0,0,0,0,1,0,0
000708.mp3,0,0,0,0,0,1,0,0
000709.mp3,0,0,0,0,0,1,0,0
000714.mp3,0,0,1,0,0,0,0,0
000715.mp3,0,0,1,0,0,0,0,0
000716.mp3,0,0,1,0,0,0,0,0
000718.mp3,0,0,1,0,0,0,0,0
000777.mp3,0,0,0,0,0,0,0,1
000814.mp3,0,0,1,0,0,0,0,0
000821.mp3,0,0,0,0,0,0,1,0
000822.mp3,0,0,0,0,0,0,1,0
000825.mp3,0,0,0,0,0,0,0,1
000853.mp3,0,0,0,0,0,1,0,0
000890.mp3,0,0,1,0,0,0,0,0
000892.mp3,0,0,1,0,0,0,0,0
000897.mp3,0,1,0,0,0,0,0,0
000993.mp3,0,0,0,0,0,0,0,1
000995.mp3,0,1,0,0,0,0,0,0
000997.mp3,0,1,0,0,0,0,0,0
000998.mp3,0,1,0,0,0,0,0,0
001039.mp3,0,0,0,0,0,0,0,1
001040.mp3,0,0,0,0,0,0,0,1
001066.mp3,0,1,0,0,0,0,0,0
001069.mp3,0,1,0,0,0,0,0,0
001073.mp3,0,1,0,0,0,0,0,0
001075.mp3,0,1,0,0,0,0,0,0
001082.mp3,0,0,0,0,0,1,0,0
001083.mp3,0,1,0,0,0,0,0,0
001087.mp3,0,0,0,0,0,0,0,1
001102.mp3,0,0,0,0,0,0,0,1
001193.mp3,0,0,1,0,0,0,0,0
001195.mp3,0,0,1,0,0,0,0,0
001196.mp3,0,0,1,0,0,0,0,0
001197.mp3,0,0,1,0,0,0,0,0
001249.mp3,0,1,0,0,0,0,0,0
001259.mp3,0,1,0,0,0,0,0,0
001270.mp3,0,0,0,0,0,0,0,1
001276.mp3,0,1,0,0,0,0,0,0
001277.mp3,0,1,0,0,0,0,0,0
001278.mp3,0,1,0,0,0,0,0,0
001417.mp3,0,0,0,0,0,0,0,1
001427.mp3,0,0,0,0,0,0,0,1
001443.mp3,0,1,0,0,0,0,0,0
001482.mp3,1,0,0,0,0,0,0,0
001510.mp3,0,1,0,0,0,0,0,0
001544.mp3,0,0,1,0,0,0,0,0
001642.mp3,0,0,0,0,0,0,1,0
001644.mp3,0,0,0,0,0,0,1,0
